"search_filter_id","search_id","property_type","property_grade","user_rating_min","price","amenity_count","region","data_origin"
"FQZexs2DQR6","QZexs2DQR6","","","8.0","300000","7","Osaka · 난바","실제 사용자 선택값"
"FQuVxROuQ7j","QuVxROuQ7j","","","9.0","300000","7","Osaka · 난바","실제 사용자 선택값"
"FQ31Aqviple","Q31Aqviple","","","9.0","300000","8","Osaka · 난바","실제 사용자 선택값"
"FQoNkA0Hv40","QoNkA0Hv40","","","9.0","300000","8","Osaka · 난바","실제 사용자 선택값"
"FQp9D5k4c1O","Qp9D5k4c1O","","","9.0","300000","8","Osaka · 난바","실제 사용자 선택값"
"FQD0YRMjvrt","QD0YRMjvrt","","","","","0","Osaka · 난바","실제 사용자 선택값"
"FQU2RASM7ei","QU2RASM7ei","","","","","0","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQnqMOZhcIJ","QnqMOZhcIJ","","","","","0","Tokyo · 신주쿠","실제 사용자 선택값"
"FQktaikj4nh","Qktaikj4nh","","","8.0","","0","Tokyo · 신주쿠","실제 사용자 선택값"
"FQ8xtjCAOnE","Q8xtjCAOnE","","","8.0","","2","Tokyo · 신주쿠","실제 사용자 선택값"
"FQqlwUL4k8Z","QqlwUL4k8Z","","","8.0","","2","Tokyo · 신주쿠","실제 사용자 선택값"
"FQcyUI8eGde","QcyUI8eGde","","","","","0","Tokyo · 신주쿠","실제 사용자 선택값"
"FQM2sjX0ZDi","QM2sjX0ZDi","","","8.0","200000","6","Tokyo · 시부야","실제 사용자 선택값"
"FQX9VhQsOeU","QX9VhQsOeU","","","8.0","200000","6","Tokyo · 시부야","실제 사용자 선택값"
"FQI2auVPTo7","QI2auVPTo7","","","8.0","200000","6","Tokyo · 시부야","실제 사용자 선택값"
"FQBTb7ywz5i","QBTb7ywz5i","","","8.0","200000","6","Tokyo · 신주쿠","실제 사용자 선택값"
"FQSwrDZHjxa","QSwrDZHjxa","","","8.0","200000","6","Tokyo · 신주쿠","실제 사용자 선택값"
"FQDfmBpKxkV","QDfmBpKxkV","","","8.0","200000","6","Tokyo · 신주쿠","실제 사용자 선택값"
"FQFmOUuXwC0","QFmOUuXwC0","","","8.0","200000","6","Tokyo · 신주쿠","실제 사용자 선택값"
"FQVKRzz0fER","QVKRzz0fER","","","8.0","200000","6","","실제 사용자 선택값"
"FQVqaigocSV","QVqaigocSV","","","8.0","200000","6","","실제 사용자 선택값"
"FQ2GRU8o0Nj","Q2GRU8o0Nj","","","","","0","","실제 사용자 선택값"
"FQXWFj3kYp7","QXWFj3kYp7","","","","500000","2","Tokyo · 신주쿠","실제 사용자 선택값"
"FQo2WTKTIMg","Qo2WTKTIMg","","","","500000","1","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQeVSvCuOet","QeVSvCuOet","","","","500000","2","Tokyo · 신주쿠","실제 사용자 선택값"
"FQuH3nnhxsi","QuH3nnhxsi","","","","500000","0","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQjAiUJuB3j","QjAiUJuB3j","","","","500000","3","Tokyo · 신주쿠","실제 사용자 선택값"
"FQILNQUZiVw","QILNQUZiVw","","","","500000","0","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQFevBckUUl","QFevBckUUl","","","","500000","0","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQ1eBzpF3TZ","Q1eBzpF3TZ","","","8.0","500000","3","Tokyo · 신주쿠","실제 사용자 선택값"
"FQl1iySF0Hs","Ql1iySF0Hs","","","","150000","1","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQ62XNf9b75","Q62XNf9b75","","","8.0","500000","3","Tokyo · 신주쿠","실제 사용자 선택값"
"FQEUIxt7cQL","QEUIxt7cQL","","","","","0","Tokyo · 신주쿠","실제 사용자 선택값"
"FQPZN9Elyzn","QPZN9Elyzn","","","","150000","1","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQ2C8brPDg5","Q2C8brPDg5","","","","150000","2","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQJEQt6klls","QJEQt6klls","","","","150000","3","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
"FQre2qYcg89","Qre2qYcg89","","","","","0","Tokyo · 긴자·도쿄역","실제 사용자 선택값"
