"hotel_id","hotel_name","city_name","grade","hotel_address","user_rating","review_count","property_type","actual_address","actual_city","actual_prefecture","actual_postal_code","actual_latitude","actual_longitude","actual_phone","actual_star_rating","supplier_hotel_code","rtx_code","agoda_code","expedia_code","top_selling_rank","source_last_mapped_at","actual_data_sources","data_origin"
"H0212","Hotel Nikko Osaka","Osaka","4","1-3-3, Nishi-shinsaibashi, Chuo-ku, Osaka-shi, Osaka, Japan","8.6","947","Hotel","1-3-3, Nishi-shinsaibashi, Chuo-ku, Osaka-shi, Osaka, Japan","Osaka","","","34.6738876242918","135.49971981349185","81-6-6244-1111","","JPONS00025","","","","","2025-11-17 18:15:22","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0213","Centara Grand Hotel Osaka","Osaka","5","2-11-50 Nanbanaka, Naniwa-ku","8.7","1044","Hotel","2-11-50 Nanbanaka, Naniwa-ku","Osaka","Osaka","556-0011","34.66032187","135.5023412","81-6-6616-9945","5.0","JPOSA00714","hvkb","35245085","","1420","2026-06-17 14:54:25","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0214","W Osaka","Osaka","3","4-1-3 Minami Senba, Chuo-ku","8.799999999999999","1141","Hotel","4-1-3 Minami Senba, Chuo-ku","Osaka","Osaka","542-0081","34.67790762","135.5002158","81-6-6484-5355","5.0","JPOSA01344","svvo","20664132","","1993","2026-07-20 17:50:53","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0215","Zentis Osaka","Osaka","4","1-4-26 Doujimahama , Kita-ku","8.9","1238","Hotel","1-4-26 Doujimahama , Kita-ku","Osaka","Osaka","530-0004","34.6955647","135.4965556","81-6-4796-0111","4.0","JPOSA00702","8GpS","15437737","","2196","2025-12-07 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0216","The Royal Park Hotel Iconic Osaka Midosuji","Osaka","5","4-2-3 Hiranomachi Chuo-ku","9.0","1335","Hotel","4-2-3 Hiranomachi Chuo-ku","Osaka","Osaka","541-0046","34.68711951","135.5001972","81-6-4707-1111","3.0","JPOSA00634","qjTP","9383238","39192278","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0217","Mitsui Garden Hotel Osaka Premier","Osaka","3","3-4-15 Nakanoshima, Kita-ku","9.1","1432","Hotel","3-4-15 Nakanoshima, Kita-ku","Osaka","Osaka","530-0005","34.692291","135.493318","81-6-6444-1131","3.5","JPOSA00101","KBrz","546064","7063747","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0218","Hotel Monterey Grasmere Osaka","Osaka","4","1-2-3 Minatomachi, Naniwa-ku","9.2","1529","Hotel","1-2-3 Minatomachi, Naniwa-ku","Osaka","Osaka","556-0017","34.67","135.5","81-6-6645-7111","4.0","JPONS00014","vPyd","161798","2492916","2693","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0219","Hotel Monterey Le Frere Osaka","Osaka","5","1-12-8 Sonezakishinchi, Kita-ku","9.3","1626","Hotel","1-12-8 Sonezakishinchi, Kita-ku","Osaka","Osaka","530-0002","34.699999999999996","135.5","81-6-6346-7111","3.5","JPOSA00336","m2mg","3733356","22632204","1389","2026-07-08 16:26:10","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0220","Hotel Hankyu Respire Osaka","Osaka","3","1-1 Ofukacho Kita Ward, Osaka, 530-0011","9.399999999999999","1723","Hotel","1-1 Ofukacho Kita Ward, Osaka, 530-0011","Osaka","","","34.7047014","135.4961473","06-6372-8006","","JPOSA00355","","","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0221","Hotel Intergate Osaka Umeda","Osaka","4","2-5-2 Umeda, Kita-ku","9.5","1820","Resort","2-5-2 Umeda, Kita-ku","Osaka","Osaka","530-0001","34.6982414","135.49326","81-6-6344-8800","3.0","JPOSA00711","YgW4","13862639","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0222","Hotel Vischio Osaka","Osaka","5","Osaka 난바","9.6","1917","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0223","Hearton Hotel Nishi Umeda","Osaka","3","Osaka 신사이바시","9.7","2014","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0224","Daiwa Roynet Hotel Osaka Kitahama","Osaka","4","2-2-14 Koraibashi, Chuo-ku","9.8","2111","Hotel","2-2-14 Koraibashi, Chuo-ku","Osaka","Osaka","541-0043","34.68939188","135.5063678","81-6-6228-1255","3.5","JPOSA00276","vF4W","446076","6075606","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0225","Hotel Sun White","Osaka","5","3-7-6, Tanimachi, Chuo-ku, Osaka-shi, Osaka, Japan","7.1","2208","Hotel","3-7-6, Tanimachi, Chuo-ku, Osaka-shi, Osaka, Japan","Osaka","","","34.68412690299455","135.51703241899108","81 06-6942-3711","","JPOSA00152","","","","","2025-11-17 18:15:22","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0226","Hotel Hillarys","Osaka","3","3-4-10 Nipponbashi, Naniwa-ku","7.199999999999999","2305","Hotel","3-4-10 Nipponbashi, Naniwa-ku","Osaka","Osaka","556-0006","34.66137844","135.5061405","81-6-6633-0600","4.0","JPONS00022","b3C7","175191","2790955","","2025-12-29 11:48:18","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0227","Travelodge Honmachi Osaka","Osaka","4","3-2-6 Azuchimachi Chuo-ku Osaka 541-0052, Japan","7.3","2402","Hotel","3-2-6 Azuchimachi Chuo-ku Osaka 541-0052, Japan","Osaka","","","34.684228","135.5028992","+81-649632196","","JPOSA00703","","","","","2025-12-07 23:00:24","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0228","Hotel Trusty Osaka Abeno","Osaka","5","1-5-10-300 Abenosuji, Abeno-ku","7.3999999999999995","2499","Hotel","1-5-10-300 Abenosuji, Abeno-ku","Osaka","Osaka","545-0052","34.64622991","135.5122913","81-6-6530-0011","3.0","JPOSA00640","PSB0","400287","5374193","375","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0229","Dormy Inn Premium Osaka Kitahama","Osaka","3","1-6-7 Koraibashi, Chuo-ku","7.5","2596","Ryokan","1-6-7 Koraibashi, Chuo-ku","Osaka","Osaka","541-0043","34.68929215","135.5079689","81-6-6201-5489","3.0","","iczs","5573319","28445797","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0230","Rihga Place Higobashi","Osaka","4","1-13-10, Edobori, Nishi-ku, Osaka-shi, Osaka, Japan","7.6","2693","Hotel","1-13-10, Edobori, Nishi-ku, Osaka-shi, Osaka, Japan","Osaka","","","34.69178199417903","135.49599896627046","81-6-64471122","","JPOSA00009","","","","","2026-06-17 17:24:42","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0231","Osaka Excel Hotel Tokyu","Osaka","5","4-1-15 Kyutaromachi, Chuo-ku","7.699999999999999","2790","Hotel","4-1-15 Kyutaromachi, Chuo-ku","Osaka","Osaka","541-0056","34.68036696","135.50013730000003","81-6-6252-0109","3.5","JPOSA00419","dhWF","7258551","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0232","Courtyard by Marriott Shin-Osaka Station","Osaka","3","1-2-70 Miyahara, Yodogawa-ku","7.8","2887","Resort","1-2-70 Miyahara, Yodogawa-ku","Osaka","Osaka","532-0003","34.734235700000006","135.4991512","81-6-6350-5703","4.5","","7shn","1093955","11966450","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0233","karaksa hotel grande Shin-Osaka Tower","Osaka","4","3-3-24 Miyahara, Yodogawa-ku","7.8999999999999995","2984","Hotel","3-3-24 Miyahara, Yodogawa-ku","Osaka","Osaka","532-0003","34.7332564887188","135.495100499448","81-6-6391-6602","2.5","JPKIX00022","O5wr","6749878","36031943","529","2025-03-12 11:14:25","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0234","Holiday Inn Express Osaka City Centre Midosuji","Osaka","5","4-1-12 Kitakyuhojimachi, Chuo Ward ","8.0","3081","Hotel","4-1-12 Kitakyuhojimachi, Chuo Ward ","Osaka","","","34.67975348828078","135.5001884251833","+81 6-4963-2422","","JPOSA00740","","","","","2026-05-19 12:08:31","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0235","Citadines Namba Osaka","Osaka","3","3-5-25 Nipponbashi, Naniwa-ku","8.1","3178","Hotel","3-5-25 Nipponbashi, Naniwa-ku","Osaka","Osaka","556-0005","34.6623602","135.5063626","81-6-6695-7150","3.5","JPOSA00411","Mrmb","11089504","44458626","606","2026-06-17 18:10:37","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0236","Fraser Residence Nankai Osaka","Osaka","4","1-17-11, Nambanaka, Naniwa-ku, Osaka, Japan","8.2","3275","Hotel","1-17-11, Nambanaka, Naniwa-ku, Osaka, Japan","Osaka","","","34.66299","135.50051","81-6-66357111","","JPOSA00171","","","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0237","Hotel Keihan Namba Grande","Osaka","5","2-11-13 Nanbanaka","8.299999999999999","3372","Hotel","2-11-13 Nanbanaka","Naniwa-ku","Osaka","556-0011","34.65950909","135.5025099","81-6-6646-0321","3.0","JPOSA00754","keIN","34644737","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0238","Candeo Hotels Osaka Namba","Osaka","3","2 Chome-2-5 Higashishinsaibashi Chuo Ward, Osaka, 542-0083, Japan","8.4","3469","Hotel","2 Chome-2-5 Higashishinsaibashi Chuo Ward, Osaka, 542-0083, Japan","Osaka","","","34.67058297901093","135.50604447672117","06-6212-2200","","JPOSA00267","","","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0239","Agora Place Osaka Namba","Osaka","4","Osaka 베이 에어리어","8.5","3566","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0240","Sotetsu Grand Fresa Osaka Namba","Osaka","5","1-1-13 Nipponbashi, Chuo-ku, Osaka City, Osaka, Japan","8.6","3663","Hotel","1-1-13 Nipponbashi, Chuo-ku, Osaka City, Osaka, Japan","Osaka","","","34.6682834","135.50638520000007","81-6-62113610","","JPONS00188","","","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0241","Mercure Tokyu Stay Osaka Namba","Osaka","3","2-2-4 Nishishinsaibashi Chuo-ku, Osaka-shi, Osaka-fu 542-0086 Japan","8.7","3760","Hotel","2-2-4 Nishishinsaibashi Chuo-ku, Osaka-shi, Osaka-fu 542-0086 Japan","Osaka","","","34.670843","135.499711","+81-662140109","","JPOSA00710","","","","","2026-04-10 14:20:04","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0242","The Lively Osaka Honmachi","Osaka","4","Osaka 난바","8.799999999999999","3857","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0243","Moxy Osaka Honmachi","Osaka","5","2-2-9 Kawaramachi Chuo-ku Osaka 5410048 Japan Japan","8.9","3954","Resort","2-2-9 Kawaramachi Chuo-ku Osaka 5410048 Japan Japan","Osaka","","","34.685837","135.506143","81-6-62045200","","JPOSA00312","","","","","2026-07-20 17:50:53","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0244","Moxy Osaka Shin Umeda","Osaka","3","7-22-1 Fukushima, Fukushima-ku","9.0","4051","Hotel","7-22-1 Fukushima, Fukushima-ku","Osaka","Osaka","553-0003","34.70071449999999","135.4868132","81-6-6743-4971","3.5","","t66H","16535817","","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0245","Aloft Osaka Dojima","Osaka","4","2-1-31 Dojimahama, Kita-ku","9.1","4148","Hotel","2-1-31 Dojimahama, Kita-ku","Osaka","Osaka","530-0004","34.69546480000001","135.4952856","81-6-4796-6662","3.5","JPOSA01878","Pvau","25057795","","","2026-07-16 17:15:11","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0246","Hotel Universal Port","Osaka","5","1-1-111 Sakurajima, Konohana-ku","9.2","4245","Hotel","1-1-111 Sakurajima, Konohana-ku","Osaka","Osaka","554-0031","34.66617353","135.43770190000004","81-6-6463-5000","3.5","JPOSA00051","gKMK","73114","","2196","2025-12-31 13:07:42","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0247","The Park Front Hotel at Universal Studios Japan","Osaka","3","6-2-52, Shimaya, Konohana-ku, Osaka-shi, Osaka","9.3","4342","Hotel","6-2-52, Shimaya, Konohana-ku, Osaka-shi, Osaka","Osaka","","","34.6678592","135.4372285","81-6-64600109","","JPOSA00192","","","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0248","Liber Hotel Osaka","Osaka","4","1-1-35 Sakurajima, Konohana-ku","9.399999999999999","4439","Ryokan","1-1-35 Sakurajima, Konohana-ku","Osaka","Osaka","554-0031","34.6614789143707","135.432383788608","81-6-6462-3333","4.5","JPOSA00560","aqs6","9953894","35057638","3","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0249","Quintessa Hotel Osaka Bay","Osaka","5","1-13-65 Nankokita, Suminoe-ku","9.5","4536","Hotel","1-13-65 Nankokita, Suminoe-ku","Osaka","Osaka","559-0034","34.6376336","135.4167177","81-6-6613-7007","3.0","","fq4q","2100514","18071050","1746","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0250","Art Hotel Osaka Bay Tower","Osaka","3","1-2-1 Benten, Minato, Bay Area, Osaka, Japan, 552-0007								","9.6","4633","Hotel","1-2-1 Benten, Minato, Bay Area, Osaka, Japan, 552-0007								","Osaka","","","34.669542080821614","135.46096954785042","06-6577-1111","","JPOSA00652","","","","","2026-01-04 10:48:38","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0251","-桜時雨- 新大阪","Osaka","4","Osaka 우메다","9.7","4730","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0252","&Here OSAKA NAMBA","Osaka","5","Osaka 난바","9.8","4827","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0253","1 Chome-7-5 Ōmiya, Asahi-ku, Ōsaka-shi, Ōsaka-fu","Osaka","3","Osaka 신사이바시","7.1","4924","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0254","373グループハウス","Osaka","4","Osaka 도톤보리","7.199999999999999","121","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0255","AB HOTEL","Osaka","5","2-11-3 Nishijimacho, Fukaya 366-0824Saitama, Fukayacho, 366-0824, Japan","7.3","218","Hotel","2-11-3 Nishijimacho, Fukaya 366-0824Saitama, Fukayacho, 366-0824, Japan","Fukaya","","","36.192819","139.281855","+81485731005","","JPFKA00003","","","","","2025-09-11 11:02:58","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0256","ACRO Capsule Hotel","Osaka","3","Osaka 텐노지","7.3999999999999995","315","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0257","Air Osaka Hostel","Osaka","4","Osaka 오사카성","7.5","412","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0258","Airbnb","Osaka","5","Osaka 신오사카","7.6","509","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0259","AManTo guest house","Osaka","3","Osaka 베이 에어리어","7.699999999999999","606","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0260","Amemura","Osaka","4","Osaka 교바시","7.8","703","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0261","AMZA","Osaka","5","Osaka 우메다","7.8999999999999995","800","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0262","APA Hotel","Osaka","3","Osaka 난바","8.0","897","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0263","APA Hotel & Resort Osaka Namba Ekimae Tower","Osaka","4","1-2-13 Minatomachi, Naniwa-ku","8.1","994","Hotel","1-2-13 Minatomachi, Naniwa-ku","Osaka","","","34.66610433334584","135.49586479642252","81-570-010-711","","JPOSA01519","","","","","2025-07-16 18:03:26","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0264","APA Hotel & Resort Osaka Umeda Eki Tower","Osaka","5","2-8-32 Sonezaki, Kita-ku","8.2","1091","Hotel","2-8-32 Sonezaki, Kita-ku","Osaka","Osaka","530-0057","34.69989606","135.5015911","81-570-070-411","3.0","JPOSA01329","63td","33494376","","12","2025-07-16 18:15:14","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0265","APA hotel <Osaka Higobashi Ekimae>","Osaka","3","1-2-1 Tosabori, Nishi-ku","8.299999999999999","1188","Resort","1-2-1 Tosabori, Nishi-ku","Osaka","Osaka","550-0001","34.69213026","135.4953932","81-570-099-111","4.0","JPOSA00011","fZib","104955","3895692","","2025-07-16 18:03:26","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0266","APA Hotel Namba Shinsaibashi","Osaka","4","2-7-12 Nishishinsaibashi, Chuo-ku","8.4","1285","Hotel","2-7-12 Nishishinsaibashi, Chuo-ku","Osaka","Osaka","542-0086","34.6694218","135.4985159","81-6-6214-0111","2.5","JPONS00004","EZ8c","297770","","977","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0267","APA Hotel Namba-Ekihigashi","Osaka","5","4-29 Namba sennichimae, Chuo-ku","8.5","1382","Ryokan","4-29 Namba sennichimae, Chuo-ku","Osaka","Osaka","542-0075","34.66452088","135.5044883","81-570-088-411","2.5","JPOSA00467","ktWX","1723671","17669678","","2025-05-05 11:31:53","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0268","APA Hotel Namba-Shinsaibashi-Nishi","Osaka","3","2-14-8 Nishishinsaibashi, Chuo-ku","8.6","1479","Hotel","2-14-8 Nishishinsaibashi, Chuo-ku","Osaka","Osaka","542-0086","34.66944511","135.4976015","81-6-6484-2611","3.0","","fBjB","22995346","69260672","455","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0269","APA Hotel Tennoji Ekimae","Osaka","4","1-4-11 Abenosuji, Abeno-ku","8.7","1576","Hotel","1-4-11 Abenosuji, Abeno-ku","Osaka","Osaka","545-0052","34.64717732","135.5119868","81-6-6645-9111","4.0","","m1UC","240287","3894549","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0270","APA Hotel Yodoyabashi Ekimae","Osaka","5","3-1-9 Fushimimachi Chuo-ku","8.799999999999999","1673","Hotel","3-1-9 Fushimimachi Chuo-ku","Osaka","Osaka","541-0044","34.68935575","135.5030315","81-6-6228-4111","4.0","","H1bH","90117","3895697","1297","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0271","Apa Vila hotel","Osaka","3","Osaka 우메다","8.9","1770","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
