"room_id","hotel_id","guest_count","room_count","room_options","pay_later_flag","free_cancel_flag","room_price","room_type","data_origin"
"R0140_1","H0140","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","285000","스탠다드 더블","전체 가상 시뮬레이션"
"R0140_2","H0140","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","0","1","310000","디럭스 트윈","전체 가상 시뮬레이션"
"R0140_3","H0140","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","335000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0141_1","H0141","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":true}","0","1","290000","스탠다드 더블","전체 가상 시뮬레이션"
"R0141_2","H0141","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","315000","디럭스 트윈","전체 가상 시뮬레이션"
"R0141_3","H0141","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","340000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0142_1","H0142","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","295000","스탠다드 더블","전체 가상 시뮬레이션"
"R0142_2","H0142","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","320000","디럭스 트윈","전체 가상 시뮬레이션"
"R0142_3","H0142","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","345000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0143_1","H0143","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","300000","스탠다드 더블","전체 가상 시뮬레이션"
"R0143_2","H0143","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","325000","디럭스 트윈","전체 가상 시뮬레이션"
"R0143_3","H0143","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","350000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0144_1","H0144","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","305000","스탠다드 더블","전체 가상 시뮬레이션"
"R0144_2","H0144","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","330000","디럭스 트윈","전체 가상 시뮬레이션"
"R0144_3","H0144","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","355000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0145_1","H0145","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","0","0","70000","스탠다드 더블","전체 가상 시뮬레이션"
"R0145_2","H0145","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","95000","디럭스 트윈","전체 가상 시뮬레이션"
"R0145_3","H0145","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","120000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0146_1","H0146","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","75000","스탠다드 더블","전체 가상 시뮬레이션"
"R0146_2","H0146","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","100000","디럭스 트윈","전체 가상 시뮬레이션"
"R0146_3","H0146","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":false}","1","0","125000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0147_1","H0147","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","80000","스탠다드 더블","전체 가상 시뮬레이션"
"R0147_2","H0147","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":false}","1","0","105000","디럭스 트윈","전체 가상 시뮬레이션"
"R0147_3","H0147","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","130000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0148_1","H0148","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":true}","1","0","85000","스탠다드 더블","전체 가상 시뮬레이션"
"R0148_2","H0148","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","110000","디럭스 트윈","전체 가상 시뮬레이션"
"R0148_3","H0148","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","135000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0149_1","H0149","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","0","1","90000","스탠다드 더블","전체 가상 시뮬레이션"
"R0149_2","H0149","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","115000","디럭스 트윈","전체 가상 시뮬레이션"
"R0149_3","H0149","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","140000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0150_1","H0150","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","95000","스탠다드 더블","전체 가상 시뮬레이션"
"R0150_2","H0150","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","120000","디럭스 트윈","전체 가상 시뮬레이션"
"R0150_3","H0150","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","145000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0151_1","H0151","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","100000","스탠다드 더블","전체 가상 시뮬레이션"
"R0151_2","H0151","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","125000","디럭스 트윈","전체 가상 시뮬레이션"
"R0151_3","H0151","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","150000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0152_1","H0152","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","105000","스탠다드 더블","전체 가상 시뮬레이션"
"R0152_2","H0152","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","130000","디럭스 트윈","전체 가상 시뮬레이션"
"R0152_3","H0152","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","155000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0153_1","H0153","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","0","1","110000","스탠다드 더블","전체 가상 시뮬레이션"
"R0153_2","H0153","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","135000","디럭스 트윈","전체 가상 시뮬레이션"
"R0153_3","H0153","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","1","1","160000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0154_1","H0154","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","115000","스탠다드 더블","전체 가상 시뮬레이션"
"R0154_2","H0154","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","1","1","140000","디럭스 트윈","전체 가상 시뮬레이션"
"R0154_3","H0154","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","165000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0155_1","H0155","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":true}","1","1","120000","스탠다드 더블","전체 가상 시뮬레이션"
"R0155_2","H0155","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","145000","디럭스 트윈","전체 가상 시뮬레이션"
"R0155_3","H0155","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","170000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0156_1","H0156","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","125000","스탠다드 더블","전체 가상 시뮬레이션"
"R0156_2","H0156","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","150000","디럭스 트윈","전체 가상 시뮬레이션"
"R0156_3","H0156","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","175000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0157_1","H0157","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","0","0","130000","스탠다드 더블","전체 가상 시뮬레이션"
"R0157_2","H0157","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","155000","디럭스 트윈","전체 가상 시뮬레이션"
"R0157_3","H0157","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","180000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0158_1","H0158","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","135000","스탠다드 더블","전체 가상 시뮬레이션"
"R0158_2","H0158","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","160000","디럭스 트윈","전체 가상 시뮬레이션"
"R0158_3","H0158","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","185000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0159_1","H0159","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","140000","스탠다드 더블","전체 가상 시뮬레이션"
"R0159_2","H0159","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","165000","디럭스 트윈","전체 가상 시뮬레이션"
"R0159_3","H0159","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","190000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0160_1","H0160","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","145000","스탠다드 더블","전체 가상 시뮬레이션"
"R0160_2","H0160","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","170000","디럭스 트윈","전체 가상 시뮬레이션"
"R0160_3","H0160","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","1","1","195000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0161_1","H0161","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","0","1","150000","스탠다드 더블","전체 가상 시뮬레이션"
"R0161_2","H0161","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","1","1","175000","디럭스 트윈","전체 가상 시뮬레이션"
"R0161_3","H0161","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","200000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0162_1","H0162","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":true}","1","1","155000","스탠다드 더블","전체 가상 시뮬레이션"
"R0162_2","H0162","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","180000","디럭스 트윈","전체 가상 시뮬레이션"
"R0162_3","H0162","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","205000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0163_1","H0163","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","160000","스탠다드 더블","전체 가상 시뮬레이션"
"R0163_2","H0163","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","185000","디럭스 트윈","전체 가상 시뮬레이션"
"R0163_3","H0163","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","210000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0164_1","H0164","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","165000","스탠다드 더블","전체 가상 시뮬레이션"
"R0164_2","H0164","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","190000","디럭스 트윈","전체 가상 시뮬레이션"
"R0164_3","H0164","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","215000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0165_1","H0165","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","0","1","170000","스탠다드 더블","전체 가상 시뮬레이션"
"R0165_2","H0165","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","195000","디럭스 트윈","전체 가상 시뮬레이션"
"R0165_3","H0165","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","220000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0166_1","H0166","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","175000","스탠다드 더블","전체 가상 시뮬레이션"
"R0166_2","H0166","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","200000","디럭스 트윈","전체 가상 시뮬레이션"
"R0166_3","H0166","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","225000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0167_1","H0167","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","180000","스탠다드 더블","전체 가상 시뮬레이션"
"R0167_2","H0167","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","205000","디럭스 트윈","전체 가상 시뮬레이션"
"R0167_3","H0167","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":false}","0","0","230000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0168_1","H0168","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","185000","스탠다드 더블","전체 가상 시뮬레이션"
"R0168_2","H0168","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":false}","0","0","210000","디럭스 트윈","전체 가상 시뮬레이션"
"R0168_3","H0168","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","235000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0169_1","H0169","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":true}","0","0","190000","스탠다드 더블","전체 가상 시뮬레이션"
"R0169_2","H0169","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","215000","디럭스 트윈","전체 가상 시뮬레이션"
"R0169_3","H0169","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","240000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0170_1","H0170","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","195000","스탠다드 더블","전체 가상 시뮬레이션"
"R0170_2","H0170","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","220000","디럭스 트윈","전체 가상 시뮬레이션"
"R0170_3","H0170","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","245000","프리미엄 스위트","전체 가상 시뮬레이션"
