"search_result_id","search_id","hotel_id","room_id","result_score","result_rank","price_rank","data_origin"
"XE0Lzzam6l7","Q5Dnb16eDZ","H0611","R0611_1","0.0","209","720","실제 노출 로그 / 점수·순위는 실험용"
"XE4vOUa44yr","Q5Dnb16eDZ","H0863","R0863_1","0.0","210","965","실제 노출 로그 / 점수·순위는 실험용"
"XEEAwfA6RoC","Q5Dnb16eDZ","H0050","R0050_1","0.0","211","25","실제 노출 로그 / 점수·순위는 실험용"
"XEax6WW7Kex","Q5Dnb16eDZ","H0302","R0302_1","0.0","212","277","실제 노출 로그 / 점수·순위는 실험용"
"XETVN5wRA5c","Q5Dnb16eDZ","H0554","R0554_1","0.0","213","529","실제 노출 로그 / 점수·순위는 실험용"
"XEtHFFWlvlb","Q5Dnb16eDZ","H0806","R0806_1","0.0","214","781","실제 노출 로그 / 점수·순위는 실험용"
"XEinec2FcR8","Q5Dnb16eDZ","H0246","R0246_1","0.0","215","109","실제 노출 로그 / 점수·순위는 실험용"
"XEzCOl3bvjn","Q5Dnb16eDZ","H0498","R0498_1","0.0","216","361","실제 노출 로그 / 점수·순위는 실험용"
"XETagNTJYal","Q5Dnb16eDZ","H0750","R0750_1","0.0","217","613","실제 노출 로그 / 점수·순위는 실험용"
"XEqtGhbHdqA","Q5Dnb16eDZ","H0190","R0190_1","0.0","218","943","실제 노출 로그 / 점수·순위는 실험용"
"XEfPaaDFvYH","Q5Dnb16eDZ","H0442","R0442_1","0.0","219","193","실제 노출 로그 / 점수·순위는 실험용"
"XEEaMBtvhUH","Q5Dnb16eDZ","H0694","R0694_1","0.0","220","445","실제 노출 로그 / 점수·순위는 실험용"
"XE4No8Fagbd","Q5Dnb16eDZ","H0946","R0946_1","0.0","221","697","실제 노출 로그 / 점수·순위는 실험용"
"XET7YEQiKff","Q5Dnb16eDZ","H0134","R0134_1","0.0","222","782","실제 노출 로그 / 점수·순위는 실험용"
"XEa8vVTvcyq","Q5Dnb16eDZ","H0386","R0386_1","0.0","223","26","실제 노출 로그 / 점수·순위는 실험용"
"XEcAYQT3DTx","Q5Dnb16eDZ","H0638","R0638_1","0.0","224","278","실제 노출 로그 / 점수·순위는 실험용"
"XE1hTFddBZo","Q5Dnb16eDZ","H0890","R0890_1","0.0","225","530","실제 노출 로그 / 점수·순위는 실험용"
"XENZ3dsxfl8","Q5Dnb16eDZ","H0078","R0078_1","0.0","226","614","실제 노출 로그 / 점수·순위는 실험용"
"XEhsDBiDprd","Q5Dnb16eDZ","H0330","R0330_1","0.0","227","864","실제 노출 로그 / 점수·순위는 실험용"
"XEkdNK7Stw6","Q5Dnb16eDZ","H0582","R0582_1","0.0","228","110","실제 노출 로그 / 점수·순위는 실험용"
"XE6Y1qWVToW","Q5Dnb16eDZ","H0834","R0834_1","0.0","229","362","실제 노출 로그 / 점수·순위는 실험용"
"XExay9Dyx6R","Q5Dnb16eDZ","H0022","R0022_1","0.0","230","446","실제 노출 로그 / 점수·순위는 실험용"
"XEaP5L2sLTz","Q5Dnb16eDZ","H0274","R0274_1","0.0","231","698","실제 노출 로그 / 점수·순위는 실험용"
"XEqIajXYO4Y","Q5Dnb16eDZ","H0526","R0526_1","0.0","232","944","실제 노출 로그 / 점수·순위는 실험용"
"XEVf0QO5urI","Q5Dnb16eDZ","H0778","R0778_1","0.0","233","194","실제 노출 로그 / 점수·순위는 실험용"
"XE73Kbgus9D","Q5Dnb16eDZ","H0218","R0218_1","0.0","234","531","실제 노출 로그 / 점수·순위는 실험용"
"XE6NBy7yM5o","Q5Dnb16eDZ","H0470","R0470_1","0.0","235","783","실제 노출 로그 / 점수·순위는 실험용"
"XEgYR6EGPAW","Q5Dnb16eDZ","H0722","R0722_1","0.0","236","27","실제 노출 로그 / 점수·순위는 실험용"
"XEBcTt6034I","Q5Dnb16eDZ","H0974","R0974_1","0.0","237","279","실제 노출 로그 / 점수·순위는 실험용"
"XED0mkEeb3a","Q5Dnb16eDZ","H0162","R0162_1","0.0","238","363","실제 노출 로그 / 점수·순위는 실험용"
"XEP0WOVWXiL","Q5Dnb16eDZ","H0414","R0414_1","0.0","239","615","실제 노출 로그 / 점수·순위는 실험용"
"XEbzY1goJFr","Q5Dnb16eDZ","H0666","R0666_1","0.0","240","865","실제 노출 로그 / 점수·순위는 실험용"
"XEl1ZyY1Rj4","Q5Dnb16eDZ","H0918","R0918_1","0.0","241","111","실제 노출 로그 / 점수·순위는 실험용"
"XEbmN6XuB4h","Q5Dnb16eDZ","H0106","R0106_1","0.0","242","195","실제 노출 로그 / 점수·순위는 실험용"
"XERf1f3jCXs","Q5Dnb16eDZ","H0358","R0358_1","0.0","243","447","실제 노출 로그 / 점수·순위는 실험용"
"XEwERy1SAr8","Q5Dnb16eDZ","H0610","R0610_1","0.0","244","699","실제 노출 로그 / 점수·순위는 실험용"
"XEQMmX2Q8PC","Q5Dnb16eDZ","H0862","R0862_1","0.0","245","945","실제 노출 로그 / 점수·순위는 실험용"
"XEsKmWGuhgZ","Q5Dnb16eDZ","H0049","R0049_1","0.0","246","4","실제 노출 로그 / 점수·순위는 실험용"
"XEi9f5QOhI5","Q5Dnb16eDZ","H0301","R0301_1","0.0","247","256","실제 노출 로그 / 점수·순위는 실험용"
"XEyzl0bJuOv","Q5Dnb16eDZ","H0553","R0553_1","0.0","248","508","실제 노출 로그 / 점수·순위는 실험용"
"XEg4wKPvk0y","Q5Dnb16eDZ","H0805","R0805_1","0.0","249","760","실제 노출 로그 / 점수·순위는 실험용"
"XEHipeNA8Vi","Q5Dnb16eDZ","H0245","R0245_1","0.0","250","88","실제 노출 로그 / 점수·순위는 실험용"
"XEnPdNb4CKL","Q5Dnb16eDZ","H0497","R0497_1","0.0","251","340","실제 노출 로그 / 점수·순위는 실험용"
"XE60kBFwaP5","Q5Dnb16eDZ","H0749","R0749_1","0.0","252","592","실제 노출 로그 / 점수·순위는 실험용"
"XEGm8e9riio","Q5Dnb16eDZ","H0189","R0189_1","0.0","253","923","실제 노출 로그 / 점수·순위는 실험용"
"XEJ6KVcBuls","Q5Dnb16eDZ","H0441","R0441_1","0.0","254","172","실제 노출 로그 / 점수·순위는 실험용"
"XE2DxT3GCYR","Q5Dnb16eDZ","H0693","R0693_1","0.0","255","424","실제 노출 로그 / 점수·순위는 실험용"
"XEm8UBgjNeB","Q5Dnb16eDZ","H0945","R0945_1","0.0","256","676","실제 노출 로그 / 점수·순위는 실험용"
"XEUv47oK69h","Q5Dnb16eDZ","H0133","R0133_1","0.0","257","761","실제 노출 로그 / 점수·순위는 실험용"
"XEP8zGvtNCH","Q5Dnb16eDZ","H0385","R0385_1","0.0","258","5","실제 노출 로그 / 점수·순위는 실험용"
"XEI7PC8YfhJ","Q5Dnb16eDZ","H0637","R0637_1","0.0","259","257","실제 노출 로그 / 점수·순위는 실험용"
"XEjsQE2ov2g","Q5Dnb16eDZ","H0889","R0889_1","0.0","260","509","실제 노출 로그 / 점수·순위는 실험용"
"XEyu5VxFOHq","Q5Dnb16eDZ","H0077","R0077_1","0.0","261","593","실제 노출 로그 / 점수·순위는 실험용"
"XE4oEAAZIuf","Q5Dnb16eDZ","H0329","R0329_1","0.0","262","844","실제 노출 로그 / 점수·순위는 실험용"
"XEJpBjkobrO","Q5Dnb16eDZ","H0581","R0581_1","0.0","263","89","실제 노출 로그 / 점수·순위는 실험용"
"XElzgUGnewA","Q5Dnb16eDZ","H0833","R0833_1","0.0","264","341","실제 노출 로그 / 점수·순위는 실험용"
"XErJ2nSja6H","Q5Dnb16eDZ","H0021","R0021_1","0.0","265","425","실제 노출 로그 / 점수·순위는 실험용"
"XEMmGZDu0WN","Q5Dnb16eDZ","H0273","R0273_1","0.0","266","677","실제 노출 로그 / 점수·순위는 실험용"
"XESZXp6aF8M","Q5Dnb16eDZ","H0525","R0525_1","0.0","267","924","실제 노출 로그 / 점수·순위는 실험용"
"XEz4VA5wMEj","Q5Dnb16eDZ","H0777","R0777_1","0.0","268","173","실제 노출 로그 / 점수·순위는 실험용"
"XEvXRbfjlMC","Q5Dnb16eDZ","H0217","R0217_1","0.0","269","510","실제 노출 로그 / 점수·순위는 실험용"
"XEDAhNQJ3kz","Q5Dnb16eDZ","H0469","R0469_1","0.0","270","762","실제 노출 로그 / 점수·순위는 실험용"
"XETdXJvxcNL","Q5Dnb16eDZ","H0721","R0721_1","0.0","271","6","실제 노출 로그 / 점수·순위는 실험용"
"XE70xsQsf4J","Q5Dnb16eDZ","H0973","R0973_1","0.0","272","258","실제 노출 로그 / 점수·순위는 실험용"
"XELKXLT8V9m","Q5Dnb16eDZ","H0161","R0161_1","0.0","273","342","실제 노출 로그 / 점수·순위는 실험용"
"XErEKRZpwUu","Q5Dnb16eDZ","H0413","R0413_1","0.0","274","594","실제 노출 로그 / 점수·순위는 실험용"
"XEDq3yM9cAE","Q5Dnb16eDZ","H0665","R0665_1","0.0","275","845","실제 노출 로그 / 점수·순위는 실험용"
"XEWxS1qjskT","Q5Dnb16eDZ","H0917","R0917_1","0.0","276","90","실제 노출 로그 / 점수·순위는 실험용"
"XEadZuCna5d","Q5Dnb16eDZ","H0105","R0105_1","0.0","277","174","실제 노출 로그 / 점수·순위는 실험용"
"XEgTZFpTAuy","Q5Dnb16eDZ","H0357","R0357_1","0.0","278","426","실제 노출 로그 / 점수·순위는 실험용"
"XEEZfdxgU8N","Q5Dnb16eDZ","H0609","R0609_1","0.0","279","678","실제 노출 로그 / 점수·순위는 실험용"
"XETtWz6xDg5","Q5Dnb16eDZ","H0861","R0861_1","0.0","280","925","실제 노출 로그 / 점수·순위는 실험용"
"XEjb8qfKFLC","Q5Dnb16eDZ","H0048","R0048_1","0.0","281","986","실제 노출 로그 / 점수·순위는 실험용"
"XEM2kOXNbnt","Q5Dnb16eDZ","H0300","R0300_1","0.0","282","238","실제 노출 로그 / 점수·순위는 실험용"
"XEEUpG3Ny2Y","Q5Dnb16eDZ","H0552","R0552_1","0.0","283","490","실제 노출 로그 / 점수·순위는 실험용"
"XEKIwWxqxMs","Q5Dnb16eDZ","H0804","R0804_1","0.0","284","742","실제 노출 로그 / 점수·순위는 실험용"
"XE25VkxAeWt","Q5Dnb16eDZ","H0244","R0244_1","0.0","285","70","실제 노출 로그 / 점수·순위는 실험용"
"XEaqzmFsGQ3","Q5Dnb16eDZ","H0496","R0496_1","0.0","286","322","실제 노출 로그 / 점수·순위는 실험용"
"XE4k7XjcM55","Q5Dnb16eDZ","H0748","R0748_1","0.0","287","574","실제 노출 로그 / 점수·순위는 실험용"
"XErZfRhk0lr","Q5Dnb16eDZ","H1000","R1000_1","0.0","288","826","실제 노출 로그 / 점수·순위는 실험용"
"XExoJkd2KQP","Q5Dnb16eDZ","H0188","R0188_1","0.0","289","906","실제 노출 로그 / 점수·순위는 실험용"
"XEps4ycZJ1R","Q5Dnb16eDZ","H0440","R0440_1","0.0","290","154","실제 노출 로그 / 점수·순위는 실험용"
"XEOBaGZOXqZ","Q5Dnb16eDZ","H0692","R0692_1","0.0","291","406","실제 노출 로그 / 점수·순위는 실험용"
"XEeFJrj8sFk","Q5Dnb16eDZ","H0944","R0944_1","0.0","292","658","실제 노출 로그 / 점수·순위는 실험용"
"XEuXov0TWN2","Q5Dnb16eDZ","H0132","R0132_1","0.0","293","743","실제 노출 로그 / 점수·순위는 실험용"
"XEBUSPSK4ur","Q5Dnb16eDZ","H0384","R0384_1","0.0","294","987","실제 노출 로그 / 점수·순위는 실험용"
"XE5hdEqQ9bu","Q5Dnb16eDZ","H0636","R0636_1","0.0","295","239","실제 노출 로그 / 점수·순위는 실험용"
"XErEFttqAaB","Q5Dnb16eDZ","H0888","R0888_1","0.0","296","491","실제 노출 로그 / 점수·순위는 실험용"
"XEM1LAdq5Hf","Q5Dnb16eDZ","H0076","R0076_1","0.0","297","575","실제 노출 로그 / 점수·순위는 실험용"
"XEOgkhL5spT","Q5Dnb16eDZ","H0328","R0328_1","0.0","298","827","실제 노출 로그 / 점수·순위는 실험용"
"XEoDP4Bvww9","Q5Dnb16eDZ","H0580","R0580_1","0.0","299","71","실제 노출 로그 / 점수·순위는 실험용"
"XEJ4Y0MjcVn","Q5Dnb16eDZ","H0832","R0832_1","0.0","300","323","실제 노출 로그 / 점수·순위는 실험용"
"XEC2AWlfPmY","Q5Dnb16eDZ","H0020","R0020_1","0.0","301","407","실제 노출 로그 / 점수·순위는 실험용"
"XEUMUuNN9Y2","Q5Dnb16eDZ","H0272","R0272_1","0.0","302","659","실제 노출 로그 / 점수·순위는 실험용"
"XEoLdVz6zJ4","Q5Dnb16eDZ","H0524","R0524_1","0.0","303","907","실제 노출 로그 / 점수·순위는 실험용"
"XEtybJHmHZ8","Q5Dnb16eDZ","H0776","R0776_1","0.0","304","155","실제 노출 로그 / 점수·순위는 실험용"
"XEN04w0cKim","Q5Dnb16eDZ","H0216","R0216_1","0.0","305","492","실제 노출 로그 / 점수·순위는 실험용"
"XEmrXvywcO8","Q5Dnb16eDZ","H0468","R0468_1","0.0","306","744","실제 노출 로그 / 점수·순위는 실험용"
"XEQ6SZchtu7","Q5Dnb16eDZ","H0720","R0720_1","0.0","307","988","실제 노출 로그 / 점수·순위는 실험용"
"XES44USfVDR","Q5Dnb16eDZ","H0972","R0972_1","0.0","308","240","실제 노출 로그 / 점수·순위는 실험용"
"XEGGxvKQ4Rw","Q5Dnb16eDZ","H0160","R0160_1","0.0","309","324","실제 노출 로그 / 점수·순위는 실험용"
"XEywi5TWLp2","Q5Dnb16eDZ","H0412","R0412_1","0.0","310","576","실제 노출 로그 / 점수·순위는 실험용"
"XEt3ahgRxxM","Q5Dnb16eDZ","H0664","R0664_1","0.0","311","828","실제 노출 로그 / 점수·순위는 실험용"
"XEazgyQmlfC","Q5Dnb16eDZ","H0916","R0916_1","0.0","312","72","실제 노출 로그 / 점수·순위는 실험용"
"XEBHwxllqFF","Q5Dnb16eDZ","H0104","R0104_1","0.0","313","156","실제 노출 로그 / 점수·순위는 실험용"
"XEZx64Bb1B5","Q5Dnb16eDZ","H0356","R0356_1","0.0","314","408","실제 노출 로그 / 점수·순위는 실험용"
"XEreSbRTzVk","Q5Dnb16eDZ","H0608","R0608_1","0.0","315","660","실제 노출 로그 / 점수·순위는 실험용"
"XEVZLa1v3q8","Q5Dnb16eDZ","H0860","R0860_1","0.0","316","908","실제 노출 로그 / 점수·순위는 실험용"
"XE9tq3QZ66V","Q5Dnb16eDZ","H0607","R0607_1","0.0","317","637","실제 노출 로그 / 점수·순위는 실험용"
"XERQvBHTL1p","Q5Dnb16eDZ","H0859","R0859_1","0.0","318","886","실제 노출 로그 / 점수·순위는 실험용"
"XEBIBJ90EHz","Q5Dnb16eDZ","H0047","R0047_1","0.0","319","966","실제 노출 로그 / 점수·순위는 실험용"
"XEpC5SKkOJr","Q5Dnb16eDZ","H0299","R0299_1","0.0","320","217","실제 노출 로그 / 점수·순위는 실험용"
"XEv3XIZR1cX","Q5Dnb16eDZ","H0551","R0551_1","0.0","321","469","실제 노출 로그 / 점수·순위는 실험용"
"XEY6NN6DrcK","Q5Dnb16eDZ","H0803","R0803_1","0.0","322","721","실제 노출 로그 / 점수·순위는 실험용"
"XE5tBoppyzB","Q5Dnb16eDZ","H0243","R0243_1","0.0","323","49","실제 노출 로그 / 점수·순위는 실험용"
"XE2nPH9ldJS","Q5Dnb16eDZ","H0495","R0495_1","0.0","324","301","실제 노출 로그 / 점수·순위는 실험용"
"XE5D29108lz","Q5Dnb16eDZ","H0747","R0747_1","0.0","325","553","실제 노출 로그 / 점수·순위는 실험용"
"XEj7wX3Hyl7","Q5Dnb16eDZ","H0999","R0999_1","0.0","326","805","실제 노출 로그 / 점수·순위는 실험용"
"XEV354dG0wQ","Q5Dnb16eDZ","H0187","R0187_1","0.0","327","887","실제 노출 로그 / 점수·순위는 실험용"
"XE5SwSRjoLt","Q5Dnb16eDZ","H0439","R0439_1","0.0","328","133","실제 노출 로그 / 점수·순위는 실험용"
"XEMLrdLI625","Q5Dnb16eDZ","H0691","R0691_1","0.0","329","385","실제 노출 로그 / 점수·순위는 실험용"
"XEwgsVcCcu4","Q5Dnb16eDZ","H0943","R0943_1","0.0","330","638","실제 노출 로그 / 점수·순위는 실험용"
"XEz8qe8mHIJ","Q5Dnb16eDZ","H0131","R0131_1","0.0","331","722","실제 노출 로그 / 점수·순위는 실험용"
"XEtiUtPvfFq","Q5Dnb16eDZ","H0383","R0383_1","0.0","332","967","실제 노출 로그 / 점수·순위는 실험용"
"XEVqaydUFJB","Q5Dnb16eDZ","H0635","R0635_1","0.0","333","218","실제 노출 로그 / 점수·순위는 실험용"
"XE0OnNldYmQ","Q5Dnb16eDZ","H0887","R0887_1","0.0","334","470","실제 노출 로그 / 점수·순위는 실험용"
"XEGXXQhuZhK","Q5Dnb16eDZ","H0075","R0075_1","0.0","335","554","실제 노출 로그 / 점수·순위는 실험용"
"XEKWcyXcGCx","Q5Dnb16eDZ","H0327","R0327_1","0.0","336","806","실제 노출 로그 / 점수·순위는 실험용"
"XEHsIHg4TOQ","Q5Dnb16eDZ","H0579","R0579_1","0.0","337","50","실제 노출 로그 / 점수·순위는 실험용"
"XE7wzGvi6PV","Q5Dnb16eDZ","H0831","R0831_1","0.0","338","302","실제 노출 로그 / 점수·순위는 실험용"
"XEZP65jvAUL","Q5Dnb16eDZ","H0019","R0019_1","0.0","339","386","실제 노출 로그 / 점수·순위는 실험용"
"XEffoGg8YzW","Q5Dnb16eDZ","H0271","R0271_1","0.0","340","639","실제 노출 로그 / 점수·순위는 실험용"
"XExXXVxR8gs","Q5Dnb16eDZ","H0523","R0523_1","0.0","341","888","실제 노출 로그 / 점수·순위는 실험용"
"XEpQGsUMZtf","Q5Dnb16eDZ","H0775","R0775_1","0.0","342","134","실제 노출 로그 / 점수·순위는 실험용"
"XE7J1U2gOty","Q5Dnb16eDZ","H0215","R0215_1","0.0","343","471","실제 노출 로그 / 점수·순위는 실험용"
"XEQHzUIV1ZT","Q5Dnb16eDZ","H0467","R0467_1","0.0","344","723","실제 노출 로그 / 점수·순위는 실험용"
"XEpFNeOoVqu","Q5Dnb16eDZ","H0719","R0719_1","0.0","345","968","실제 노출 로그 / 점수·순위는 실험용"
"XEnxOEAXxGg","Q5Dnb16eDZ","H0971","R0971_1","0.0","346","219","실제 노출 로그 / 점수·순위는 실험용"
"XE17brbquNG","Q5Dnb16eDZ","H0159","R0159_1","0.0","347","303","실제 노출 로그 / 점수·순위는 실험용"
"XEjGWy0DCOZ","Q5Dnb16eDZ","H0411","R0411_1","0.0","348","555","실제 노출 로그 / 점수·순위는 실험용"
"XEvh1dLgCP2","Q5Dnb16eDZ","H0663","R0663_1","0.0","349","807","실제 노출 로그 / 점수·순위는 실험용"
"XEwZtbvCa2P","Q5Dnb16eDZ","H0915","R0915_1","0.0","350","51","실제 노출 로그 / 점수·순위는 실험용"
"XEAInjG5FLb","Q5Dnb16eDZ","H0103","R0103_1","0.0","351","135","실제 노출 로그 / 점수·순위는 실험용"
"XEcYhkoAAch","Q5Dnb16eDZ","H0355","R0355_1","0.0","352","387","실제 노출 로그 / 점수·순위는 실험용"
"XEE6j86m9tQ","Q5Dnb16eDZ","H0102","R0102_1","0.0","353","112","실제 노출 로그 / 점수·순위는 실험용"
"XEPsw193LOc","Q5Dnb16eDZ","H0354","R0354_1","0.0","354","364","실제 노출 로그 / 점수·순위는 실험용"
"XEFGrlsk5sv","Q5Dnb16eDZ","H0606","R0606_1","0.0","355","616","실제 노출 로그 / 점수·순위는 실험용"
"XE0HE5PVvIx","Q5Dnb16eDZ","H0858","R0858_1","0.0","356","866","실제 노출 로그 / 점수·순위는 실험용"
"XEbd7bOL9yv","Q5Dnb16eDZ","H0046","R0046_1","0.0","357","946","실제 노출 로그 / 점수·순위는 실험용"
"XEhgI3vCghP","Q5Dnb16eDZ","H0298","R0298_1","0.0","358","196","실제 노출 로그 / 점수·순위는 실험용"
"XEh3nCBk9l2","Q5Dnb16eDZ","H0550","R0550_1","0.0","359","448","실제 노출 로그 / 점수·순위는 실험용"
"XEi7mR9yZTZ","Q5Dnb16eDZ","H0802","R0802_1","0.0","360","700","실제 노출 로그 / 점수·순위는 실험용"
"XEENz36gkjM","Q5Dnb16eDZ","H0242","R0242_1","0.0","361","28","실제 노출 로그 / 점수·순위는 실험용"
"XETnH1lHVWQ","Q5Dnb16eDZ","H0494","R0494_1","0.0","362","280","실제 노출 로그 / 점수·순위는 실험용"
"XEGhY3WgUp2","Q5Dnb16eDZ","H0746","R0746_1","0.0","363","532","실제 노출 로그 / 점수·순위는 실험용"
"XESbjO6ocux","Q5Dnb16eDZ","H0998","R0998_1","0.0","364","784","실제 노출 로그 / 점수·순위는 실험용"
"XEn5Eoc4bMY","Q5Dnb16eDZ","H0186","R0186_1","0.0","365","867","실제 노출 로그 / 점수·순위는 실험용"
"XEKED67pU5X","Q5Dnb16eDZ","H0438","R0438_1","0.0","366","113","실제 노출 로그 / 점수·순위는 실험용"
"XEww7MC1oQU","Q5Dnb16eDZ","H0690","R0690_1","0.0","367","365","실제 노출 로그 / 점수·순위는 실험용"
"XEDitFov6e9","Q5Dnb16eDZ","H0942","R0942_1","0.0","368","617","실제 노출 로그 / 점수·순위는 실험용"
"XE1gQo8VsMt","Q5Dnb16eDZ","H0130","R0130_1","0.0","369","701","실제 노출 로그 / 점수·순위는 실험용"
"XE8OaFMuqZH","Q5Dnb16eDZ","H0382","R0382_1","0.0","370","947","실제 노출 로그 / 점수·순위는 실험용"
"XEp1pcGgN7a","Q5Dnb16eDZ","H0634","R0634_1","0.0","371","197","실제 노출 로그 / 점수·순위는 실험용"
"XEm6q48qcXO","Q5Dnb16eDZ","H0886","R0886_1","0.0","372","449","실제 노출 로그 / 점수·순위는 실험용"
"XE4ZvUBPDJy","Q5Dnb16eDZ","H0074","R0074_1","0.0","373","533","실제 노출 로그 / 점수·순위는 실험용"
"XEMjjzsV0hY","Q5Dnb16eDZ","H0326","R0326_1","0.0","374","785","실제 노출 로그 / 점수·순위는 실험용"
"XECg5JfF2VS","Q5Dnb16eDZ","H0578","R0578_1","0.0","375","29","실제 노출 로그 / 점수·순위는 실험용"
"XEK5b69r38B","Q5Dnb16eDZ","H0830","R0830_1","0.0","376","281","실제 노출 로그 / 점수·순위는 실험용"
"XEjO06BxEn9","Q5Dnb16eDZ","H0018","R0018_1","0.0","377","366","실제 노출 로그 / 점수·순위는 실험용"
"XEQP1wbvMiC","Q5Dnb16eDZ","H0270","R0270_1","0.0","378","618","실제 노출 로그 / 점수·순위는 실험용"
"XEl9s9YLJyu","Q5Dnb16eDZ","H0522","R0522_1","0.0","379","868","실제 노출 로그 / 점수·순위는 실험용"
"XEkFtokK6tu","Q5Dnb16eDZ","H0774","R0774_1","0.0","380","114","실제 노출 로그 / 점수·순위는 실험용"
"XEfRNp32xqr","Q5Dnb16eDZ","H0214","R0214_1","0.0","381","450","실제 노출 로그 / 점수·순위는 실험용"
"XEXD1naiKwN","Q5Dnb16eDZ","H0466","R0466_1","0.0","382","702","실제 노출 로그 / 점수·순위는 실험용"
"XEQQetbNhCL","Q5Dnb16eDZ","H0718","R0718_1","0.0","383","948","실제 노출 로그 / 점수·순위는 실험용"
"XEPpsUlSUyM","Q5Dnb16eDZ","H0970","R0970_1","0.0","384","198","실제 노출 로그 / 점수·순위는 실험용"
"XEx7tkt3NXF","Q5Dnb16eDZ","H0158","R0158_1","0.0","385","282","실제 노출 로그 / 점수·순위는 실험용"
"XEBuQ6lrGGY","Q5Dnb16eDZ","H0410","R0410_1","0.0","386","534","실제 노출 로그 / 점수·순위는 실험용"
"XEAaAzKKEuB","Q5Dnb16eDZ","H0662","R0662_1","0.0","387","786","실제 노출 로그 / 점수·순위는 실험용"
"XEGfmunDDN3","Q5Dnb16eDZ","H0914","R0914_1","0.0","388","30","실제 노출 로그 / 점수·순위는 실험용"
"XEOf57t5aX9","Q5Dnb16eDZ","H0101","R0101_1","0.0","389","91","실제 노출 로그 / 점수·순위는 실험용"
"XErbOrl6VeO","Q5Dnb16eDZ","H0353","R0353_1","0.0","390","343","실제 노출 로그 / 점수·순위는 실험용"
"XE3p7F5d7JI","Q5Dnb16eDZ","H0605","R0605_1","0.0","391","595","실제 노출 로그 / 점수·순위는 실험용"
"XEY5oRDhy5j","Q5Dnb16eDZ","H0857","R0857_1","0.0","392","846","실제 노출 로그 / 점수·순위는 실험용"
"XE2eNh2okF6","Q5Dnb16eDZ","H0045","R0045_1","0.0","393","926","실제 노출 로그 / 점수·순위는 실험용"
"XEbirjAB4V1","Q5Dnb16eDZ","H0297","R0297_1","0.0","394","175","실제 노출 로그 / 점수·순위는 실험용"
"XE205clD7kH","Q5Dnb16eDZ","H0549","R0549_1","0.0","395","427","실제 노출 로그 / 점수·순위는 실험용"
"XEcWDJ7YWi5","Q5Dnb16eDZ","H0801","R0801_1","0.0","396","679","실제 노출 로그 / 점수·순위는 실험용"
"XEQsQETZ8jo","Q5Dnb16eDZ","H0241","R0241_1","0.0","397","7","실제 노출 로그 / 점수·순위는 실험용"
"XE4paCIaF42","Q5Dnb16eDZ","H0493","R0493_1","0.0","398","259","실제 노출 로그 / 점수·순위는 실험용"
"XExW8ISVHL8","Q5Dnb16eDZ","H0745","R0745_1","0.0","399","511","실제 노출 로그 / 점수·순위는 실험용"
"XEUEq890Ec4","Q5Dnb16eDZ","H0997","R0997_1","0.0","400","763","실제 노출 로그 / 점수·순위는 실험용"
"XEXlNgOFpk2","Q5Dnb16eDZ","H0185","R0185_1","0.0","401","847","실제 노출 로그 / 점수·순위는 실험용"
"XE91xCkROeF","Q5Dnb16eDZ","H0437","R0437_1","0.0","402","92","실제 노출 로그 / 점수·순위는 실험용"
"XE5wAETV64l","Q5Dnb16eDZ","H0689","R0689_1","0.0","403","344","실제 노출 로그 / 점수·순위는 실험용"
"XElgf81TqBb","Q5Dnb16eDZ","H0941","R0941_1","0.0","404","596","실제 노출 로그 / 점수·순위는 실험용"
"XEQmY7m26nb","Q5Dnb16eDZ","H0129","R0129_1","0.0","405","680","실제 노출 로그 / 점수·순위는 실험용"
"XEs560VeZc9","Q5Dnb16eDZ","H0381","R0381_1","0.0","406","927","실제 노출 로그 / 점수·순위는 실험용"
"XEKye0kOVJ1","Q5Dnb16eDZ","H0633","R0633_1","0.0","407","176","실제 노출 로그 / 점수·순위는 실험용"
"XEe3i3RlGk1","Q5Dnb16eDZ","H0885","R0885_1","0.0","408","428","실제 노출 로그 / 점수·순위는 실험용"
"XERdN7D2wkl","Q5Dnb16eDZ","H0073","R0073_1","0.0","409","512","실제 노출 로그 / 점수·순위는 실험용"
"XEqVerPFK0o","Q5Dnb16eDZ","H0325","R0325_1","0.0","410","764","실제 노출 로그 / 점수·순위는 실험용"
"XErYiBcBLXG","Q5Dnb16eDZ","H0577","R0577_1","0.0","411","8","실제 노출 로그 / 점수·순위는 실험용"
"XEbxFTeAPRO","Q5Dnb16eDZ","H0829","R0829_1","0.0","412","260","실제 노출 로그 / 점수·순위는 실험용"
"XEz3bUbg3H8","Q5Dnb16eDZ","H0017","R0017_1","0.0","413","345","실제 노출 로그 / 점수·순위는 실험용"
"XEnjSNgAjJ5","Q5Dnb16eDZ","H0269","R0269_1","0.0","414","597","실제 노출 로그 / 점수·순위는 실험용"
"XEWc5vWQP2Y","Q5Dnb16eDZ","H0521","R0521_1","0.0","415","848","실제 노출 로그 / 점수·순위는 실험용"
"XERd6la9rUH","Q5Dnb16eDZ","H0773","R0773_1","0.0","416","93","실제 노출 로그 / 점수·순위는 실험용"
"XEyWn071NkM","Q5Dnb16eDZ","H0213","R0213_1","0.0","417","429","실제 노출 로그 / 점수·순위는 실험용"
